LAYER_L;BLK_NAME;W_L;X1;Y1;X2;Y2;
View002;;0;1.51813e+08;1.42372e+08;1.50838e+08;1.42646e+08;
View002;;0;1.51187e+08;1.43132e+08;1.51813e+08;1.42372e+08;
View002;;0;1.52047e+08;1.42883e+08;1.5137e+08;1.43132e+08;
View002;;0;1.52047e+08;1.42883e+08;1.51528e+08;1.43132e+08;
View002;;0;1.53586e+08;1.42482e+08;1.53942e+08;1.42467e+08;
View002;;0;1.60334e+08;1.5624e+08;1.57846e+08;1.57916e+08;
View002;;0;1.60315e+08;1.56211e+08;1.60334e+08;1.5624e+08;
View002;;0;1.57846e+08;1.57916e+08;1.57981e+08;1.57784e+08;
View002;;0;1.57846e+08;1.57916e+08;1.57824e+08;1.57884e+08;
View002;;0;1.60432e+08;1.56132e+08;1.60334e+08;1.5624e+08;
View002;;0;1.56886e+08;1.43039e+08;1.56693e+08;1.42962e+08;
View002;;0;1.56894e+08;1.43004e+08;1.56886e+08;1.43039e+08;
View002;;0;1.53942e+08;1.42467e+08;1.56886e+08;1.43039e+08;
View002;;0;1.53942e+08;1.42467e+08;1.53951e+08;1.42429e+08;
View002;;0;1.56886e+08;1.43039e+08;1.57092e+08;1.43132e+08;
View002;;0;1.53586e+08;1.42482e+08;1.53621e+08;1.42441e+08;
View002;;0;1.53586e+08;1.42482e+08;1.53576e+08;1.42445e+08;
View002;;0;1.56663e+08;1.58386e+08;1.53691e+08;1.58758e+08;
View002;;0;1.55265e+08;1.58521e+08;1.56663e+08;1.58386e+08;
View002;;0;1.53691e+08;1.58758e+08;1.53662e+08;1.58716e+08;
View002;;0;1.56638e+08;1.58349e+08;1.56663e+08;1.58386e+08;
View002;;0;1.52423e+08;1.58618e+08;1.49614e+08;1.57604e+08;
View002;;0;1.50575e+08;1.57913e+08;1.52423e+08;1.58618e+08;
View002;;0;1.49614e+08;1.57604e+08;1.49566e+08;1.57535e+08;
View002;;0;1.52388e+08;1.58566e+08;1.52423e+08;1.58618e+08;
View002;;0;1.48552e+08;1.56905e+08;1.47831e+08;1.56132e+08;
View002;;0;1.47838e+08;1.56132e+08;1.48552e+08;1.56905e+08;
View002;;0;1.48497e+08;1.56825e+08;1.48552e+08;1.56905e+08;
View002;;0;1.48497e+08;1.56825e+08;1.47851e+08;1.56132e+08;
View002;;0;1.48504e+08;1.56817e+08;1.48497e+08;1.56825e+08;
View002;;0;1.48535e+08;1.5685e+08;1.48497e+08;1.56825e+08;
View002;;0;1.49614e+08;1.57604e+08;1.48645e+08;1.56928e+08;
View002;;0;1.48539e+08;1.56854e+08;1.48497e+08;1.56825e+08;
View002;;0;1.49614e+08;1.57604e+08;1.48552e+08;1.56905e+08;
View002;;0;1.53691e+08;1.58758e+08;1.52984e+08;1.58641e+08;
View002;;0;1.53691e+08;1.58758e+08;1.52423e+08;1.58618e+08;
View002;;0;1.57846e+08;1.57916e+08;1.5735e+08;1.58073e+08;
View002;;0;1.57846e+08;1.57916e+08;1.56663e+08;1.58386e+08;
View002;;0;1.53586e+08;1.42482e+08;1.5205e+08;1.42922e+08;
View002;;0;1.5205e+08;1.42922e+08;1.52147e+08;1.42854e+08;
View002;;0;1.5205e+08;1.42922e+08;1.52035e+08;1.42889e+08;
View002;;0;1.53589e+08;1.42522e+08;1.53945e+08;1.42506e+08;
View002;;0;1.60336e+08;1.5628e+08;1.57849e+08;1.57956e+08;
View002;;0;1.60317e+08;1.56251e+08;1.60336e+08;1.5628e+08;
View002;;0;1.57849e+08;1.57956e+08;1.57984e+08;1.57824e+08;
View002;;0;1.57849e+08;1.57956e+08;1.57827e+08;1.57924e+08;
View002;;0;1.60471e+08;1.56132e+08;1.60336e+08;1.5628e+08;
View002;;0;1.56888e+08;1.43078e+08;1.56695e+08;1.43002e+08;
View002;;0;1.56896e+08;1.43043e+08;1.56888e+08;1.43078e+08;
View002;;0;1.53945e+08;1.42506e+08;1.56888e+08;1.43078e+08;
View002;;0;1.53945e+08;1.42506e+08;1.53953e+08;1.42469e+08;
View002;;0;1.56888e+08;1.43078e+08;1.57007e+08;1.43132e+08;
View002;;0;1.53589e+08;1.42522e+08;1.53624e+08;1.4248e+08;
View002;;0;1.53589e+08;1.42522e+08;1.53578e+08;1.42484e+08;
View002;;0;1.56666e+08;1.58426e+08;1.53693e+08;1.58798e+08;
View002;;0;1.55267e+08;1.58561e+08;1.56666e+08;1.58426e+08;
View002;;0;1.53693e+08;1.58798e+08;1.53664e+08;1.58755e+08;
View002;;0;1.5664e+08;1.58389e+08;1.56666e+08;1.58426e+08;
View002;;0;1.52425e+08;1.58657e+08;1.49616e+08;1.57644e+08;
View002;;0;1.50578e+08;1.57952e+08;1.52425e+08;1.58657e+08;
View002;;0;1.49616e+08;1.57644e+08;1.49569e+08;1.57575e+08;
View002;;0;1.5239e+08;1.58606e+08;1.52425e+08;1.58657e+08;
View002;;0;1.48554e+08;1.56944e+08;1.47797e+08;1.56132e+08;
View002;;0;1.47804e+08;1.56132e+08;1.48554e+08;1.56944e+08;
View002;;0;1.485e+08;1.56864e+08;1.48554e+08;1.56944e+08;
View002;;0;1.485e+08;1.56864e+08;1.47816e+08;1.56132e+08;
View002;;0;1.48507e+08;1.56856e+08;1.485e+08;1.56864e+08;
View002;;0;1.48538e+08;1.5689e+08;1.485e+08;1.56864e+08;
View002;;0;1.49616e+08;1.57644e+08;1.48647e+08;1.56968e+08;
View002;;0;1.48542e+08;1.56894e+08;1.485e+08;1.56864e+08;
View002;;0;1.49616e+08;1.57644e+08;1.48554e+08;1.56944e+08;
View002;;0;1.53693e+08;1.58798e+08;1.52986e+08;1.5868e+08;
View002;;0;1.53693e+08;1.58798e+08;1.52425e+08;1.58657e+08;
View002;;0;1.57849e+08;1.57956e+08;1.57352e+08;1.58113e+08;
View002;;0;1.57849e+08;1.57956e+08;1.56666e+08;1.58426e+08;
View002;;0;1.53589e+08;1.42522e+08;1.52053e+08;1.42962e+08;
View002;;0;1.52053e+08;1.42962e+08;1.5215e+08;1.42894e+08;
View002;;0;1.52053e+08;1.42962e+08;1.52037e+08;1.42928e+08;
View002;;0;1.52053e+08;1.42962e+08;1.51689e+08;1.43096e+08;
View002;;0;1.52053e+08;1.42962e+08;1.51698e+08;1.43132e+08;
View002;;0;1.5205e+08;1.42922e+08;1.51686e+08;1.43056e+08;
View002;;0;1.5205e+08;1.42922e+08;1.51613e+08;1.43132e+08;
View002;;0;1.53591e+08;1.42561e+08;1.53947e+08;1.42546e+08;
View002;;0;1.60339e+08;1.56319e+08;1.57851e+08;1.57996e+08;
View002;;0;1.6032e+08;1.56291e+08;1.60339e+08;1.56319e+08;
View002;;0;1.57851e+08;1.57996e+08;1.57986e+08;1.57863e+08;
View002;;0;1.57851e+08;1.57996e+08;1.5783e+08;1.57964e+08;
View002;;0;1.6051e+08;1.56132e+08;1.60339e+08;1.56319e+08;
View002;;0;1.56891e+08;1.43118e+08;1.56698e+08;1.43041e+08;
View002;;0;1.56899e+08;1.43083e+08;1.56891e+08;1.43118e+08;
View002;;0;1.53947e+08;1.42546e+08;1.56891e+08;1.43118e+08;
View002;;0;1.53947e+08;1.42546e+08;1.53956e+08;1.42508e+08;
View002;;0;1.56891e+08;1.43118e+08;1.56923e+08;1.43132e+08;
View002;;0;1.53591e+08;1.42561e+08;1.53626e+08;1.4252e+08;
View002;;0;1.53591e+08;1.42561e+08;1.53581e+08;1.42524e+08;
View002;;0;1.56668e+08;1.58466e+08;1.53696e+08;1.58838e+08;
View002;;0;1.5527e+08;1.58601e+08;1.56668e+08;1.58466e+08;
View002;;0;1.53696e+08;1.58838e+08;1.53667e+08;1.58795e+08;
View002;;0;1.56643e+08;1.58429e+08;1.56668e+08;1.58466e+08;
View002;;0;1.52428e+08;1.58697e+08;1.49619e+08;1.57684e+08;
View002;;0;1.50581e+08;1.57992e+08;1.52428e+08;1.58697e+08;
View002;;0;1.49619e+08;1.57684e+08;1.49572e+08;1.57615e+08;
View002;;0;1.52393e+08;1.58646e+08;1.52428e+08;1.58697e+08;
View002;;0;1.48557e+08;1.56984e+08;1.47762e+08;1.56132e+08;
View002;;0;1.4777e+08;1.56132e+08;1.48557e+08;1.56984e+08;
View002;;0;1.48502e+08;1.56904e+08;1.48557e+08;1.56984e+08;
View002;;0;1.48502e+08;1.56904e+08;1.47782e+08;1.56132e+08;
View002;;0;1.48509e+08;1.56896e+08;1.48502e+08;1.56904e+08;
View002;;0;1.4854e+08;1.56929e+08;1.48502e+08;1.56904e+08;
View002;;0;1.49619e+08;1.57684e+08;1.4865e+08;1.57007e+08;
View002;;0;1.48544e+08;1.56933e+08;1.48502e+08;1.56904e+08;
View002;;0;1.49619e+08;1.57684e+08;1.48557e+08;1.56984e+08;
View002;;0;1.53696e+08;1.58838e+08;1.52989e+08;1.5872e+08;
View002;;0;1.53696e+08;1.58838e+08;1.52428e+08;1.58697e+08;
View002;;0;1.57851e+08;1.57996e+08;1.57355e+08;1.58152e+08;
View002;;0;1.57851e+08;1.57996e+08;1.56668e+08;1.58466e+08;
View002;;0;1.53591e+08;1.42561e+08;1.52055e+08;1.43002e+08;
View002;;0;1.52055e+08;1.43002e+08;1.52152e+08;1.42933e+08;
View002;;0;1.52055e+08;1.43002e+08;1.5204e+08;1.42968e+08;
View002;;0;1.53594e+08;1.42601e+08;1.5395e+08;1.42586e+08;
View002;;0;1.60342e+08;1.56359e+08;1.57854e+08;1.58035e+08;
View002;;0;1.60322e+08;1.5633e+08;1.60342e+08;1.56359e+08;
View002;;0;1.57854e+08;1.58035e+08;1.57989e+08;1.57903e+08;
View002;;0;1.57854e+08;1.58035e+08;1.57832e+08;1.58003e+08;
View002;;0;1.60549e+08;1.56132e+08;1.60342e+08;1.56359e+08;
View002;;0;1.5683e+08;1.43132e+08;1.567e+08;1.43081e+08;
View002;;0;1.56901e+08;1.43123e+08;1.56899e+08;1.43132e+08;
View002;;0;1.5395e+08;1.42586e+08;1.56764e+08;1.43132e+08;
View002;;0;1.5395e+08;1.42586e+08;1.53958e+08;1.42548e+08;
View002;;0;1.53594e+08;1.42601e+08;1.53629e+08;1.4256e+08;
View002;;0;1.53594e+08;1.42601e+08;1.53584e+08;1.42564e+08;
View002;;0;1.56671e+08;1.58505e+08;1.53699e+08;1.58877e+08;
View002;;0;1.55273e+08;1.5864e+08;1.56671e+08;1.58505e+08;
View002;;0;1.53699e+08;1.58877e+08;1.53669e+08;1.58835e+08;
View002;;0;1.56646e+08;1.58468e+08;1.56671e+08;1.58505e+08;
View002;;0;1.52431e+08;1.58737e+08;1.49622e+08;1.57723e+08;
View002;;0;1.50583e+08;1.58032e+08;1.52431e+08;1.58737e+08;
View002;;0;1.49622e+08;1.57723e+08;1.49574e+08;1.57654e+08;
View002;;0;1.52395e+08;1.58685e+08;1.52431e+08;1.58737e+08;
View002;;0;1.4856e+08;1.57024e+08;1.47728e+08;1.56132e+08;
View002;;0;1.47735e+08;1.56132e+08;1.4856e+08;1.57024e+08;
View002;;0;1.48505e+08;1.56944e+08;1.4856e+08;1.57024e+08;
View002;;0;1.48505e+08;1.56944e+08;1.47747e+08;1.56132e+08;
View002;;0;1.48512e+08;1.56936e+08;1.48505e+08;1.56944e+08;
View002;;0;1.48543e+08;1.56969e+08;1.48505e+08;1.56944e+08;
View002;;0;1.49622e+08;1.57723e+08;1.48653e+08;1.57047e+08;
View002;;0;1.48547e+08;1.56973e+08;1.48505e+08;1.56944e+08;
View002;;0;1.49622e+08;1.57723e+08;1.4856e+08;1.57024e+08;
View002;;0;1.53699e+08;1.58877e+08;1.52992e+08;1.5876e+08;
View002;;0;1.53699e+08;1.58877e+08;1.52431e+08;1.58737e+08;
View002;;0;1.57854e+08;1.58035e+08;1.57357e+08;1.58192e+08;
View002;;0;1.57854e+08;1.58035e+08;1.56671e+08;1.58505e+08;
View002;;0;1.53594e+08;1.42601e+08;1.52058e+08;1.43041e+08;
View002;;0;1.52058e+08;1.43041e+08;1.52155e+08;1.42973e+08;
View002;;0;1.52058e+08;1.43041e+08;1.52042e+08;1.43008e+08;
View002;;0;1.52058e+08;1.43041e+08;1.51811e+08;1.43132e+08;
View002;;0;1.52058e+08;1.43041e+08;1.51868e+08;1.43132e+08;
View002;;0;1.52055e+08;1.43002e+08;1.517e+08;1.43132e+08;
View002;;0;1.52055e+08;1.43002e+08;1.51783e+08;1.43132e+08;
View002;;0;1.53596e+08;1.42641e+08;1.53952e+08;1.42625e+08;
View002;;0;1.60344e+08;1.56399e+08;1.57856e+08;1.58075e+08;
View002;;0;1.60325e+08;1.5637e+08;1.60344e+08;1.56399e+08;
View002;;0;1.57856e+08;1.58075e+08;1.57991e+08;1.57943e+08;
View002;;0;1.57856e+08;1.58075e+08;1.57835e+08;1.58043e+08;
View002;;0;1.60588e+08;1.56132e+08;1.60344e+08;1.56399e+08;
View002;;0;1.56733e+08;1.43132e+08;1.56703e+08;1.43121e+08;
View002;;0;1.53952e+08;1.42625e+08;1.56562e+08;1.43132e+08;
View002;;0;1.53952e+08;1.42625e+08;1.53961e+08;1.42588e+08;
View002;;0;1.53596e+08;1.42641e+08;1.53632e+08;1.42599e+08;
View002;;0;1.53596e+08;1.42641e+08;1.53586e+08;1.42603e+08;
View002;;0;1.56673e+08;1.58545e+08;1.53701e+08;1.58917e+08;
View002;;0;1.55275e+08;1.5868e+08;1.56673e+08;1.58545e+08;
View002;;0;1.53701e+08;1.58917e+08;1.53672e+08;1.58874e+08;
View002;;0;1.56648e+08;1.58508e+08;1.56673e+08;1.58545e+08;
View002;;0;1.52433e+08;1.58776e+08;1.49624e+08;1.57763e+08;
View002;;0;1.50586e+08;1.58071e+08;1.52433e+08;1.58776e+08;
View002;;0;1.49624e+08;1.57763e+08;1.49577e+08;1.57694e+08;
View002;;0;1.52398e+08;1.58725e+08;1.52433e+08;1.58776e+08;
View002;;0;1.48562e+08;1.57063e+08;1.47693e+08;1.56132e+08;
View002;;0;1.47701e+08;1.56132e+08;1.48562e+08;1.57063e+08;
View002;;0;1.48508e+08;1.56983e+08;1.48562e+08;1.57063e+08;
View002;;0;1.48508e+08;1.56983e+08;1.47713e+08;1.56132e+08;
View002;;0;1.48515e+08;1.56975e+08;1.48508e+08;1.56983e+08;
View002;;0;1.48546e+08;1.57009e+08;1.48508e+08;1.56983e+08;
View002;;0;1.49624e+08;1.57763e+08;1.48655e+08;1.57087e+08;
View002;;0;1.4855e+08;1.57013e+08;1.48508e+08;1.56983e+08;
View002;;0;1.49624e+08;1.57763e+08;1.48562e+08;1.57063e+08;
View002;;0;1.53701e+08;1.58917e+08;1.52994e+08;1.58799e+08;
View002;;0;1.53701e+08;1.58917e+08;1.52433e+08;1.58776e+08;
View002;;0;1.57856e+08;1.58075e+08;1.5736e+08;1.58232e+08;
View002;;0;1.57856e+08;1.58075e+08;1.56673e+08;1.58545e+08;
View002;;0;1.53596e+08;1.42641e+08;1.5206e+08;1.43081e+08;
View002;;0;1.5206e+08;1.43081e+08;1.52158e+08;1.43013e+08;
View002;;0;1.5206e+08;1.43081e+08;1.52045e+08;1.43047e+08;
View002;;0;1.53599e+08;1.4268e+08;1.53955e+08;1.42665e+08;
View002;;0;1.60347e+08;1.56438e+08;1.57859e+08;1.58115e+08;
View002;;0;1.60328e+08;1.5641e+08;1.60347e+08;1.56438e+08;
View002;;0;1.57859e+08;1.58115e+08;1.57994e+08;1.57982e+08;
View002;;0;1.57859e+08;1.58115e+08;1.57837e+08;1.58083e+08;
View002;;0;1.60627e+08;1.56132e+08;1.60347e+08;1.56438e+08;
View002;;0;1.53955e+08;1.42665e+08;1.56361e+08;1.43132e+08;
View002;;0;1.53955e+08;1.42665e+08;1.53964e+08;1.42627e+08;
View002;;0;1.53599e+08;1.4268e+08;1.53634e+08;1.42639e+08;
View002;;0;1.53599e+08;1.4268e+08;1.53589e+08;1.42643e+08;
View002;;0;1.56676e+08;1.58585e+08;1.53704e+08;1.58957e+08;
View002;;0;1.55278e+08;1.5872e+08;1.56676e+08;1.58585e+08;
View002;;0;1.53704e+08;1.58957e+08;1.53674e+08;1.58914e+08;
View002;;0;1.56651e+08;1.58548e+08;1.56676e+08;1.58585e+08;
View002;;0;1.52436e+08;1.58816e+08;1.49627e+08;1.57803e+08;
View002;;0;1.50588e+08;1.58111e+08;1.52436e+08;1.58816e+08;
View002;;0;1.49627e+08;1.57803e+08;1.49579e+08;1.57734e+08;
View002;;0;1.524e+08;1.58765e+08;1.52436e+08;1.58816e+08;
View002;;0;1.48565e+08;1.57103e+08;1.47659e+08;1.56132e+08;
View002;;0;1.47667e+08;1.56132e+08;1.48565e+08;1.57103e+08;
View002;;0;1.4851e+08;1.57023e+08;1.48565e+08;1.57103e+08;
View002;;0;1.4851e+08;1.57023e+08;1.47679e+08;1.56132e+08;
View002;;0;1.48517e+08;1.57015e+08;1.4851e+08;1.57023e+08;
View002;;0;1.48548e+08;1.57048e+08;1.4851e+08;1.57023e+08;
View002;;0;1.49627e+08;1.57803e+08;1.48658e+08;1.57126e+08;
View002;;0;1.48552e+08;1.57052e+08;1.4851e+08;1.57023e+08;
View002;;0;1.49627e+08;1.57803e+08;1.48565e+08;1.57103e+08;
View002;;0;1.53704e+08;1.58957e+08;1.52997e+08;1.58839e+08;
View002;;0;1.53704e+08;1.58957e+08;1.52436e+08;1.58816e+08;
View002;;0;1.57859e+08;1.58115e+08;1.57362e+08;1.58271e+08;
View002;;0;1.57859e+08;1.58115e+08;1.56676e+08;1.58585e+08;
View002;;0;1.53599e+08;1.4268e+08;1.52063e+08;1.43121e+08;
View002;;0;1.52063e+08;1.43121e+08;1.5216e+08;1.43052e+08;
View002;;0;1.52063e+08;1.43121e+08;1.52048e+08;1.43087e+08;
View002;;0;1.52063e+08;1.43121e+08;1.52031e+08;1.43132e+08;
View002;;0;1.52063e+08;1.43121e+08;1.52038e+08;1.43132e+08;
View002;;0;1.53352e+08;1.42836e+08;1.53708e+08;1.42821e+08;
View002;;0;1.57821e+08;1.5813e+08;1.57612e+08;1.58271e+08;
View002;;0;1.57612e+08;1.58271e+08;1.57711e+08;1.58174e+08;
View002;;0;1.57612e+08;1.58271e+08;1.57581e+08;1.58225e+08;
View002;;0;1.55995e+08;1.43132e+08;1.55645e+08;1.42993e+08;
View002;;0;1.53708e+08;1.42821e+08;1.55311e+08;1.43132e+08;
View002;;0;1.53708e+08;1.42821e+08;1.53741e+08;1.42674e+08;
View002;;0;1.53352e+08;1.42836e+08;1.53448e+08;1.42724e+08;
View002;;0;1.53352e+08;1.42836e+08;1.5333e+08;1.42757e+08;
View002;;0;1.56429e+08;1.58741e+08;1.53457e+08;1.59113e+08;
View002;;0;1.53402e+08;1.59033e+08;1.56429e+08;1.58741e+08;
View002;;0;1.53457e+08;1.59113e+08;1.53402e+08;1.59033e+08;
View002;;0;1.56374e+08;1.58661e+08;1.56429e+08;1.58741e+08;
View002;;0;1.56374e+08;1.58661e+08;1.53402e+08;1.59033e+08;
View002;;0;1.56368e+08;1.58623e+08;1.56374e+08;1.58661e+08;
View002;;0;1.53402e+08;1.59033e+08;1.53641e+08;1.5895e+08;
View002;;0;1.53402e+08;1.59033e+08;1.53383e+08;1.58921e+08;
View002;;0;1.52189e+08;1.58972e+08;1.4938e+08;1.57959e+08;
View002;;0;1.49325e+08;1.57879e+08;1.52189e+08;1.58972e+08;
View002;;0;1.4938e+08;1.57959e+08;1.49325e+08;1.57879e+08;
View002;;0;1.52134e+08;1.58892e+08;1.52189e+08;1.58972e+08;
View002;;0;1.52134e+08;1.58892e+08;1.49325e+08;1.57879e+08;
View002;;0;1.51387e+08;1.58438e+08;1.52134e+08;1.58892e+08;
View002;;0;1.49325e+08;1.57879e+08;1.49388e+08;1.57645e+08;
View002;;0;1.52179e+08;1.58724e+08;1.52134e+08;1.58892e+08;
View002;;0;1.48318e+08;1.57259e+08;1.47266e+08;1.56132e+08;
View002;;0;1.47276e+08;1.56132e+08;1.48318e+08;1.57259e+08;
View002;;0;1.48263e+08;1.57179e+08;1.48318e+08;1.57259e+08;
View002;;0;1.48263e+08;1.57179e+08;1.47286e+08;1.56132e+08;
View002;;0;1.48441e+08;1.56971e+08;1.48263e+08;1.57179e+08;
View002;;0;1.49325e+08;1.57879e+08;1.49061e+08;1.5743e+08;
View002;;0;1.49325e+08;1.57879e+08;1.48263e+08;1.57179e+08;
View002;;0;1.4938e+08;1.57959e+08;1.48263e+08;1.57179e+08;
View002;;0;1.4938e+08;1.57959e+08;1.48318e+08;1.57259e+08;
View002;;0;1.53402e+08;1.59033e+08;1.53205e+08;1.58901e+08;
View002;;0;1.53402e+08;1.59033e+08;1.52134e+08;1.58892e+08;
View002;;0;1.53457e+08;1.59113e+08;1.52134e+08;1.58892e+08;
View002;;0;1.53457e+08;1.59113e+08;1.52189e+08;1.58972e+08;
View002;;0;1.56374e+08;1.58661e+08;1.56423e+08;1.58616e+08;
View002;;0;1.57612e+08;1.58271e+08;1.56906e+08;1.58493e+08;
View002;;0;1.56577e+08;1.58597e+08;1.56374e+08;1.58661e+08;
View002;;0;1.57612e+08;1.58271e+08;1.56429e+08;1.58741e+08;
View002;;0;1.53352e+08;1.42836e+08;1.52319e+08;1.43132e+08;
View002;;0;1.53354e+08;1.42876e+08;1.5371e+08;1.42861e+08;
View002;;0;1.60102e+08;1.56634e+08;1.57614e+08;1.5831e+08;
View002;;0;1.60088e+08;1.56613e+08;1.60102e+08;1.56634e+08;
View002;;0;1.57614e+08;1.5831e+08;1.57749e+08;1.58178e+08;
View002;;0;1.57614e+08;1.5831e+08;1.57593e+08;1.58278e+08;
View002;;0;1.60177e+08;1.56553e+08;1.60102e+08;1.56634e+08;
View002;;0;1.5371e+08;1.42861e+08;1.55109e+08;1.43132e+08;
View002;;0;1.5371e+08;1.42861e+08;1.53719e+08;1.42823e+08;
View002;;0;1.53354e+08;1.42876e+08;1.5339e+08;1.42835e+08;
View002;;0;1.53354e+08;1.42876e+08;1.53344e+08;1.42839e+08;
View002;;0;1.56431e+08;1.5878e+08;1.53459e+08;1.59152e+08;
View002;;0;1.55033e+08;1.58915e+08;1.56431e+08;1.5878e+08;
View002;;0;1.53459e+08;1.59152e+08;1.5343e+08;1.5911e+08;
View002;;0;1.56406e+08;1.58743e+08;1.56431e+08;1.5878e+08;
View002;;0;1.52191e+08;1.59012e+08;1.49382e+08;1.57999e+08;
View002;;0;1.50344e+08;1.58307e+08;1.52191e+08;1.59012e+08;
View002;;0;1.49382e+08;1.57999e+08;1.49335e+08;1.57929e+08;
View002;;0;1.52156e+08;1.5896e+08;1.52191e+08;1.59012e+08;
View002;;0;1.4832e+08;1.57299e+08;1.47231e+08;1.56132e+08;
View002;;0;1.47242e+08;1.56132e+08;1.4832e+08;1.57299e+08;
View002;;0;1.48266e+08;1.57219e+08;1.4832e+08;1.57299e+08;
View002;;0;1.48266e+08;1.57219e+08;1.47251e+08;1.56132e+08;
View002;;0;1.48273e+08;1.57211e+08;1.48266e+08;1.57219e+08;
View002;;0;1.50565e+08;1.4132e+08;1.50698e+08;1.41193e+08;
View002;;0;1.50698e+08;1.41193e+08;1.50733e+08;1.41244e+08;
View002;;0;1.49634e+08;1.4175e+08;1.4976e+08;1.41592e+08;
View002;;0;1.50608e+08;1.4106e+08;1.50698e+08;1.41193e+08;
View002;;0;1.49146e+08;1.41978e+08;1.4915e+08;1.41974e+08;
View002;;0;1.48304e+08;1.57244e+08;1.48266e+08;1.57219e+08;
View002;;0;1.49382e+08;1.57999e+08;1.48413e+08;1.57322e+08;
View002;;0;1.48308e+08;1.57248e+08;1.48266e+08;1.57219e+08;
View002;;0;1.49382e+08;1.57999e+08;1.4832e+08;1.57299e+08;
View002;;0;1.53459e+08;1.59152e+08;1.52752e+08;1.59035e+08;
View002;;0;1.53459e+08;1.59152e+08;1.52191e+08;1.59012e+08;
View002;;0;1.57614e+08;1.5831e+08;1.57118e+08;1.58467e+08;
View002;;0;1.57614e+08;1.5831e+08;1.56431e+08;1.5878e+08;
View002;;0;1.53354e+08;1.42876e+08;1.5246e+08;1.43132e+08;
View002;;0;1.5206e+08;1.43081e+08;1.51921e+08;1.43132e+08;
View002;;0;1.5206e+08;1.43081e+08;1.51953e+08;1.43132e+08;
View002;;0;1.50581e+08;1.40737e+08;1.48608e+08;1.4209e+08;
View002;;0;1.48608e+08;1.4209e+08;1.48367e+08;1.42123e+08;
View002;;0;1.48367e+08;1.42123e+08;1.50581e+08;1.40737e+08;
View002;;0;1.50616e+08;1.40832e+08;1.50581e+08;1.40737e+08;
View002;;0;1.50616e+08;1.40832e+08;1.48608e+08;1.4209e+08;
View002;;0;1.61056e+08;1.43132e+08;1.59751e+08;1.42052e+08;
View002;;0;1.59751e+08;1.42052e+08;1.60185e+08;1.41599e+08;
View002;;0;1.60185e+08;1.41599e+08;1.61201e+08;1.42756e+08;
View002;;0;1.59751e+08;1.42052e+08;1.607e+08;1.43132e+08;
View002;;0;1.59785e+08;1.42147e+08;1.60668e+08;1.43132e+08;
